"avg_path_length_mean_low","avg_cluster_mean_low","small_worldness_mean_low","algebraic_connectivity_mean_low","avg_path_length_mean_high","avg_cluster_mean_high","small_worldness_mean_high","algebraic_connectivity_mean_high","avg_path_length_std_low","avg_cluster_std_low","small_worldness_std_low","algebraic_connectivity_std_low","avg_path_length_std_high","avg_cluster_std_high","small_worldness_std_high","algebraic_connectivity_std_high","algebraic_connectivity_2dot5","algebraic_connectivity_97dot5","avg_cluster_2dot5","avg_cluster_97dot5","avg_path_length_2dot5","avg_path_length_97dot5","small_worldness_2dot5","small_worldness_97dot5"
8.061588668715439,33.25484099462262,0.8868049691612584,37.50972384658474,7.773254476429361,33.76990289618985,0.8912295880241605,37.89917184533663,0.6871526049823645,1.273440278181055,0.006290537516884079,1.6638829350342519,0.6599008375277957,1.144158768224686,0.005452944889152211,1.481102960799167,-4.191602849069739,4.821786904424639,-2.9818454344340597,3.8338357770287312,-2.0898717460497385,1.6501837041589877,-0.013351398285694687,0.022117965062124087
